review_id,product_name,category,rating,review_text,reviewer_name,review_date,verified_purchase,helpful_votes,price_usd
1155,wireless mouse ergonomic,Electronics ,1,THIS WIRELESS MOUSE STOPPED WORKING AFTER 2 DAYS. RETURNING IT.,Fatima L.,31-03-2023,Yes,,16.99
1140,Bluetooth Speaker Portable,Electronics,5,"Really happy with this Bluetooth Speaker, good value for money.",Maria M.,09/29/2024,Yes,5,45.00
1151,Resistance Bands Set,Sports and Outdoors,5,"Excellent quality Resistance Bands, my whole family uses it now.",Chloe D.,2024-08-04,No,2,15.99
1095,Vitamin C Serum,Health and Beauty,4,"Really happy with this Vitamin C, good value for money.",Omar D.,"February 20, 2024",Yes,3,19.99
1166,Resistance Bands Set,Sports&Outdoors,5,Best Resistance Bands I've purchased in years. 5 stars.,Emma K.,14-07-2023,FALSE,-1,15.99
1182,Desk Lamp LED,Home & kitchen,5,"Really happy with this Desk Lamp, good value for money.",Lucas S.,08/15/2024,TRUE,0,27.50
1181,Wireless Bluetooth Earbuds,Electronics,5,"Great Wireless Bluetooth, exactly as described. Would buy again.",Aisha P.,2023-12-13,FALSE,1,39.99
1163,Vitamin C Serum,health & beauty,4,"Excellent quality Vitamin C, my whole family uses it now.",James T.,08/08/2023,No,5,19.99
1058,Laptop Backpack Waterproof,Electronics,4,This Laptop Backpack exceeded my expectations. Highly recommend!!,Grace N.,03/13/2023,Yes,0,31.99
1114,Facial Cleanser Gentle,Health and Beauty,3,"FACIAL CLEANSER WORKS FINE SO FAR, WILL UPDATE REVIEW LATER.",Raj L.,"November 29, 2023",Yes,1,12.99
1159,Memory Foam Pillow,Home and Kitchen,2,"  Poor quality Memory Foam, would not recommend.  ",Wei S.,2023-04-13,Yes,3,29.99
1052,Kitchen Knife Set,Home&Kitchen,1,"Do not buy this Kitchen Knife, total waste of money.",Maria B.,08/23/2024,,0,39.99
1065,Dumbbell Set Adjustable,Sports & Outdoors,3,"Dumbbell Set works fine so far, will update review later.",Mei P.,"October 17, 2023",Yes,,89.99
1006,Hiking Backpack 40L,Sports and Outdoors,4,"Excellent quality Hiking Backpack, my whole family uses it now.",James S.,02-10-2024,Yes,0,58.99
1004,Hiking Backpack 40L,Sports & Outdoors,4,"Excellent quality Hiking Backpack, my whole family uses it now.",Grace T.,04/14/2024,Yes,0,$58.99
1014,hiking backpack 40l,sports & outdoors,3,"It's a decent Hiking Backpack for the price, some minor issues.",Fatima S.,21-07-2024,No,0,58.99
1142,Cast Iron Skillet 12-inch,Home & kitchen,4,"  Excellent quality Cast Iron, my whole family uses it now.  ",John R.,05/14/2023,FALSE,2,42.00
